name,reviews.rating,reviews.text,reviews.title,reviews.username
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Great tablet for the price. It's very easy to use.,Good tablet,Sandra
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,i bought this for a christmas gift. my granddaughter loves it and it was inexpensive.,nice tablet,thepope
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Bought this for my 5 year old nephew that is obsessed with tractors and chains. He had been glued to this screen since Christmas.,Best present ever.,Tasha
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,This item is great for kids reading! set up a Kindle account and they pick the books! Many free!,great for kids,bdrad
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Its a good product at the cost. Touch sensitivity is acceptable.,Nice product,Ashu
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I bought 2 for my kids for XMAS, the purple and tangerine. The colors were great! The tablets are really nice and they enjoy them. Great camera. The only complaint is some of the games in the play store charge. The same games were free in the google play store.",love it,rawk
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Purchased for Christmas for my grandkids. The perfect gift to keep them off my phone using my data.,Great beginner for my grandybabies.,Iwaniaknow2
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,The amazon fire is a great value for the money. Lots of functionality for under $50.,Great value,Axb17
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I got a great price on this item, it was a gift and my mom loves it. Easy to start using on day 1.",VERY NICE,gamersmom
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",3,"It's a good tablet but only for like little Childen to play on not for teens. I don't think it should have high expectations, if thinking that.",Good Tablet,TechYayo
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"I had been searching for a reliable and durable tablet for my child, after various reviews I went through with purchasing a pair of the kindle fires. For my child it is perfect, he's able to play games and videos without much issues. Being a young child durability is required as was low cost, this item has more than met expectations. For an adult it is more a passable option as the os can be frustrating and the unit will lag on occasion.","Great for child, okay for adult.",Xx6kev6xx
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I'm an android developer, and as such have owned and operated maybe 20 android devices and 10 iOS devices in the last five years. Honestly, the Fire is a bit faster and more stable than many tablets 2-3x its price. I find the UI a bit cluttered- it takes a fair amount of swiping to get where I want, and the home screens stretch on a bit with the default arrangement- but its a wonderful way to read books, check the internet, and do general web browsing. And since its a major name brand tablet , its very easy to find screen protectors and cases at even five below, which fit it perfectly. Too many cheap tablets are such a small, specialized item that you'll never be able to find replacement parts or matching cases. Overall, one of my three favorite devices out of 30 or so.",The best tablet for twice its price,Russellohh
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I recommend this product and Best Buy to friends and family members,Yes,Tomcat
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Very inexpensive, good size and weight to carry, added a 64 gb memory card and I have everything I need, from books to videos.",Good product for the price,Karla
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I got this tablet for my young nephew. I love the playtime feature so his parents can monitor how long he spends daily on the tablet.,Wonderful gifts,Mm1984
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"Works good and great price, great for books or music on the go",good value,bozo
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,My niece loves it! Her sister got one for Xmas and now she got one too.,Amazon tablet,bmarie
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",3,"Bought as gift, don't know the details, but kids love be it!",Kids,SandyD
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Great entertainment value for my 5 yr old! Just wish it had more internal memory,Great for kids,Pops
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,This is a smooth product. works very well; still have the iPad over it but for the price you can't beat it .,Good product!,BighomieHoward
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I LOVE this little tablet, so much I've bought several for gifts. You just need to buy the little 32 GB Micro SD card and you have a fine little tablet, great for streaming, netflix, emails, FB, games, movies, music--anything!",Several for gifts,lilroundone
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I bought this for my son and it works great. The parental controls are easy to use and I love the curfew option.,Great tablet for the price,Kndmercer
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Bought ut for my 7 year old and it works great. It is a great price and a good way to help your child learn about the technology.,Great for the price,Vaquatics
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Needed a replacement tablet and looked at a variety of options. The Fire was at a good price and is working well.,Working out well,JimC1954
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Sleak littoe device for the price for normal everyday use.,Perfect,JMoha
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Smooth operating system. It's no IPAD but good enough for the money. Purchased for the kids to eliminate abuse to our higher priced items. Would have no problems buying the item again at this point.,Good item,Mike
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"This is an outstanding tablet, especially for the money. Does all I need it to do at a great price.",Perfect Tablet,Renegade911
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"This was my daughter first tablet. She loves it and it's amazing, for the price it can't be beat.",Great for Beginners!,Manny
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,This was a great gift for any teenager you have access to a great library.,Convenient,cici
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I bought it for my son and it keep him going. I love it.,Love it,Anna
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"My kids use this when we travel and they absolutely love it to be able to play games, watch movies or just read books. We love these!",Great Tablet and a bargain price!,Reggie3
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Great for kids or anything to do with simple task. Great to for watching amazon prime ,YouTube or just checking face book or any other chats. Love to play games. The family loves it all.",Great tablet,Great
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,If you don't have a tablet or your kid doesn't this is a great option. Durable and an excellent value.,no brainer,KenITguy
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,My son enjoys being on his tablet and getting on all the apps he has. It keeps him entertained. He loves it!,Good starter tablet for my son,angiemtz7274
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,My mom loves it! She uses it everyday for everyday us and to video char,Great for what's needed,Jessicagomez0616
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",3,I purchased this tablet for my sister as a Christmas present.,Christmas Present for my sister,Averageuser
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Gave to my brother as a gift, and he takes it everywhere with hin",Great Gift Idea,Jash
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,This was just what we were looking for our kids picked it right up and was playing on it in just minutes,Great Tablet for the Kids,Leelipp
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I love the Fire. It is great for reading and watching movies. I added Amazon Prime and this made it perfect!,Love it!,Bretra
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",3,"The Fire itself works well so far, the ouch comes from the fact that the buyers Amazon account MUST be hitched to it to download free games. Who wants kids downloading anything that has your credit card attached even if it's free or accessing your account?",Good Value Poor Options,Aaronsnana
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I like buying stuff from Bestbuy because, it's always seems cheaper than others!!!",I really like it!!,Brandie
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,It is a nice convenient tablet for carrying around.,It is nice,Saundra
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Got it for my 2 daughters for Christmas and they very happy,Happy kids,Cisn650
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Great price, item works perfectly and my daughter loves it!",Love It!,LilBitt216
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"For 50 dollars you cant REALLY complain, it actually will take a drop pretty well too.","You want fast, youll get average",epascale
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Nice price for all you get great product all best buy employees,Great product,Sandman
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"GOOD PURCHASE HAPPY WITH PRODUCT, WOULD RECOMMENDS",GOOD PRODUCT FOR THE MONEY,STACEY
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Simple to use and great for beginners! I'm buying one for my son too.,Amazing,SRC26
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Cool tablet kids love it affordable nice gb size awesome,Awesome tablet,Chamone83
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I was uncertain about the fire tablet since I own an iPad mini. Bought it for my mother and love it! It works smoothly, the system is awesome and my mother loves it as well! I also got the HD 8 for my daughter",Enjoying my product,Ladybug
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,for the price it is worth it... for below usd50.00 you get a decent tablet,cool!!,appg
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,This was a great purchase. I love the size and functionality.,Great tablet,Booplaya
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Bought for grandkids. They loved it and I'd recommend it to everyone.,Worked great,Sidney
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Perfect for my four year old daughter w/ geek squad protection,Awesome,Awp022
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Easy to use. Awesome price. Best Buy had in stock when amazon didn't. Recommend.,Great tablet and great price!,jkrez77
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",3,Great price for the Amazon tablet. It is Def worth the money just don't like that you can't get real versions of the Google Apps,Great price,Jerseyboy77ar
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",1,"The item was on sale over the Christmas period at a great price. Took it home and when I charged it up, the back of the tablet became very hot to the touch and the battery life reduced dramatically. Left it alone, tried it again, this time no issues. Four days later, it did the same thing when I was charging it up again. Sent it back for a refund.","Great price, bad first experience",WLK2017
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I am so pleased with each and every product I purchased!!!!! Everything is GREAT!,Very Pleased,Connie
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,It is very easy to use and i love that it syncs with my phone app for holding my reading spot.,Great tablet,Carm1975
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Would like to be able to delete items to make room for more things I do want but otherwise I enjoy it very much. Easy to take anywhere,"Enjoy it, wish it had more customization",Bourds
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,For the price it was well worth it. Tablet works great and definitely better than other tablets at this price. It's perfect for reading or playing games and very easy to use!,Great tablet at an amazing price!,overkill48
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",2,"So I've been wanting a fire since they originally came out read some questionable review's about kindle basic stuff nothing seemed to really discourage me you really don't know what your experience will be unless you try so I got it and began the prime ""free trial "" I was shocked to wake up this morning to find out I had been charged $107.00 for a full year of prime one day before my trial was supposed to end no email no contact no are you interested they just charged my card without warning imaginably upset with Amazon. the tablet it self is so so and is slightly basic the front facing camera is slightly better then the outwards one the Alexa feature is kinda nice and fun to talk to it also sync's to other echo devices as well if buying for a teenager or any young adult do set parental controls and or passwords to keep from unauthorized perchues I think the tablet is OK but no great but because of my recent experience I rated it it 2 stars your ultimately going to make up your own mind and decided if your going to purchase this device and decide if its right for you good luck in your decision",Buyer beware prime is everything,Frank
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I bought the Fire for my wife after she started getting headaches in the evening doing Facebook and email on her iPhone. The larger screen on the Fire makes it easier on her eyes and her headaches are gone.,Wife loves it!,WyldeBill
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I have one of these already I bought this one for my cousin for Christmas she loves it.. is now able to watch Netflix and the like without having to fight her daughter and husband for the TV..,excellent,Andy
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",3,"My child had one before , and loved it. So we got him another one.",Good for kids,sonya
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Device is preloaded with many friendly apps that are easy to use.,easy to use,Believer1
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Good all-around tablet, able to multitask many things.",Kindle on Fire,HappyCamper
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,This tablet is better than you think you'd get for the price. Decent design and it's faster than most tablets in this price range. Not a fan of Amazon's Fire OS and wish it had Android but most of the apps are available so it's not a major issue. Overall great buy!,Great tablet for the price!,Melvin
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Great price for a tablet. Like the size and looks.,Great product,Bexter57
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I love it my amazon fire tablet . It is great for kids to,Great tablet,jazzy
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I bought this for my dad. He loves it and it's easy to use.,Cool gift,technicallyincorect
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I purchased this item before b but did not buy a case for protection. I bought two. One for each grandson, They are three days apart. This time I've bought them cases and the parents are happy. They have learned how to navigate them and have learned so much from them. They both are advanced preschoolers, Thanks to this investment. Thank you for b bringing the price down, this has inspired me to have my sister purchase some for her five grands. We are all happy. Thank you again.",Perfect for my three year old grandson.,Laydk8tee
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,my 14 year old granddaughter loves her tablet. She uses it to stay connected to her friends on FB and watches movies on it!,great tablet for a teenager,Gingyd
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Bought this for my sister in law for Christmas. She can't put it down as she loves it so much. Great product for the price. Has everything she wanted on a tablet. Great beginner tablet and so easy for her to use.,Fantastic product,DeeDee12
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Bought two as gifts for our daughters. Thought since they recently started to read books again and would buy the actual books or try to read them on their phones, it would make a perfect gift. They love to be able to download books from Amazon and be able to use it as a tablet with tons of entertainment at their fingertips.",Great gift for readers plus lots of entertainment,Powermom3
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I recently bought this as a blind buy for a christmas gift for a family member and they really enjoyed it. Also a great price.,Perfect gift,Optimus2154
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"I bought this tablet for my daughter to watch movies on & play educational games. It takes some time getting used to Amazon's Apps, But so far so good! It gets 4 stars bc the Camara takes terrible pictures.",Great Tablet for 3 year old,Creecree
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,We are very happy with this tablet the ability to expand the memory is awesome,I love the new fire,ToshR39
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"Great tablet to have for the kids and me to play games, read books, etc. I just wish it was able to get more of the apps that are on android",Great tablet,DorBlack
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Great price! Easy to setup and the kids will not put it down. It's very light weight too. I bought 5.,The kids will love it,Candy
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"Bought this item as a Christmas present. The price was a steal of a deal! It was easy to set up and the kids loved it. I bought a black, a blue and a red. I even bought 2 more for my friends kids. The children loved it!",Bang for your buck,Candy
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"great product for the price, I'm pleased with the Kindle Fire and would recommend this product to all age groups.",great product,anned51
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Fun for the kids to play with in their spare time.,Great product,Lion
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"Bought for a friend and he loves it. Using it to record notes for school, surfing the net and listening to music.",Great starter tablet,shaio
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Excellent product. Works flawlessly and very handy.,Excellent product,Andre
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Bought this for grandson because it was cheaper than a kids tablet. Bought a case and it works fine.,Nice tablet,USPS7369
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I use my Amazon Fire almost every day. So much easier to carry the Fire versus books!,Awesome,Chris
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I purchased this as a gift for my granddaughter. She is 6 yrs old and loves it. it's easy to use and she can scroll between programs without problem,",purchased as a gift for a child,marley
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I purchased this tablet for my grandchildren over the holidays. they are 3 and 6yrs old. they love it . it's easy to use - and they are able to scroll through the programs easily.,great tablet for my grandchildren,marley
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",3,"This product is okay, but does not due what a normal tablet can due. Example, social media such as instagram and snapchat are not accessible on this tablet due to it being an amazon product. Had I known that, I would not have purchased it.",Ok product,Kelli
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Purchased this black Kindle as a gift for my niece after having one for my kids for a year. It runs great and at that price there are no complains.,"Great Price, Great Product",ELM1979
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I bought it for a kid. I asked her about and she said she like it! In add, it is not expensive.","Good tablet, kids likes",Abdoulaye
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Pretty good tablet I use it for my 2 year old daughter she really likes it. Very practical small travel size device for when we are traveling back & forth on the road. Very sturdy keep charge long time a reliable piece of technology for my family & for my tech needs,Nice smart device,SupaDave
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Bought this tablet as a gift and I might end up buying one for myself.,Awesome deal on a great product,HJT1
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"Good to have for smaller tablet use. Lightweight, easy to carry.",Fun mini tablet,sleva
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I bought this for my wife who really likes the Amazon Tablets. She said she really enjoyed the very clear picture and how fast it was. Like they say.... ""Happy Wife....Happy Life""",Made wife happy,catintexas
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,I am very pleased with my Kindle Fire except for the battery area gets hot after a while. I use my Kindle to read eBooks and holding it can get a little warm.,Small issue,tt4trouble
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I got 1 for myself after the kids got them for Christmas and I can check up on them and see what they are doing and set parental controls fairly easily,Great tablet for the money,fordbronker
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,I have enjoyed my Amazon Fire. It tends to be slow to download but other than that I am very happy with it.,Good basic tablet.,MiMi
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",1,I regretted buying this item.I will never recommend this to anyone,Really bad,Amazontab
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"Amazon products are always great products! This time, the pricing was very competitive and reasonable.",Always good!,Mac2
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Bought tha laptop for my wife to use she really enjoys it,Good laptop,Robertnkelly
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Come on-- I bought a brand new Amazon Fire for $39! I can download and read my books. I can browse the internet. I can probably do other things if I ever get around to that! It's not a PC. It's not a gamer machine. But what it is is ridiculously useful for the pittance you pay. If you're actually looking at this review trying to decide whether or not to pay forty bucks for this Kindle you should probably ask yourself-- what do I EXPECT to get for this price? One steak dinner, 3/4 of a tank of gas, a case of brews... or something that's going to last for several years and actually make it easier for you to improve yourself reading! You really ought to buy one for yourself and one for your grandkid like I did. Have I convinced you yet? Or are you expecting Amazon to come to your door and hand you a new Kindle for free?!!!",What's Not to Like?,thebobman
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"Good tablet wish I could download apps on it like on my phone such as bank info, n other app I use would b more beneficial for kids",Satisfied with the price,Chef
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I love my kindle fire it is very convenient and handy, perfect size",Great device,84Dre
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I cannot believe this came with the SD Card slot. This is by far the best amazon tablet purchased,Great for Kids,Temi
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Purchase this tablet for my mother. Her first tablet to read books.,Great tablet at a good price.,pbonilla
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",3,There was a lot of proprietary stuff that takes away from the actual usage of the device.,Alright product for reading online books.,Musiciconic
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I had a kindle once before, and decided to try the fire. It was at a great price, and I love it.",Love reading,Willa
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Good gift for someone. Got this for my girlfriends mom for xmas.,Good gift,Nlipe
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Very powerful, tablet, can do so much with it, love it! Love the kindle, so many titles available.",Fire Tablet,Cutiepie
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I bought this tablet to stream music in my hair salon. Works perfectly for what I need it to do. Love it !,Great tablet for the price,Bosslady
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"my son uses it to learn about the internet. down loaded some games. that he can play and have fun with. was a little small. I wish I got a bigger one. but it was a good price. still need to figure out how to do more with it. like take pics,",good for my young son,DMAC20
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"I really like the Amazon Fire Tablet because it is easy to navigate, the size of the screen is good, and the weight of the product is not too heavy. I purchased the first one for my husband a couple of years ago, but he broke it and I decided that it would be a great Christmas gift for him since he really enjoyed the first one. Because I really like the product, I have recommended it to several people who have purchased one.",Great device for all ages,Funny
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Easy stocking stuffer or gift exchange. Reasonably priced also.,Great tablet for the price.,Dusen
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"The fiancé wanted one because she's a heavy reader and it's easy, convenient and portable. Was a only 40$, probably the best money I spent too make her happier.",Couldn't beat the price,mmarvi26
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Bought this so my brother could watch his videos on something other than my phone.,Great tablet for videos,Swandew
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Use this tablet for travel - has mini sd to keep movies and files- great for kindle book downloads - fabulous price,Great beginner tablet,Bobsbmw
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Bought this tablet for my best friend for Christmas she loved it.,Great tablet,Martie
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,This is exactly what my wife was looking for. I would buy again.,Great tablet for the price,carygaard
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Best small tablet on the market hands down. Easy bright great touch screen.,Great prod,Joey
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,Very easy to setup and use. Like the picture or screen. Bought 5 gave them as gifts. Everyone loved them.,Great tablet for everyone.,Shelly
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I have a older kindle loved it. I love the new storage on this one and easy to use buttons. Great battery life.,Love the new version,Redfraggel14
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Easy to get started. Great variety of apps. Price very attractive..,Ease of use.,oony27
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",1,"Got this during Christmas rush and didn't think much of it since it was slightly open. (They had none in stock and needed 4 of them for all my children ) upon opening item , one had a small crack (bearly noticeable ). Increased useage of item cause the screen to spider web... tried to return but no help with management .... store at fountains in El Paso Texas . So I have 3 perfect kindles and one cracked .... very disappointed 1 star",Open item,Kindle
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,Great basic tablet for kids and novices. Worth a try,Good Basic Tablet,STEELERFAN714
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,This tablet was purchased as a gift. I've had 2 other Kindle tablets and they've always been great. Can't beat the price.,Great tablet for the price.,ClaraB
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"great price, great screen and resolution, easy to use and good performance for less than $50.",great tablet,JC00001
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,I love it! Loaded lots of things for my self and kids. The price was also great !! Even my kinds can use it easily . I have recommended it to many of my friends and family . Enjoying it to the fullest . I use over wifi and with my internet as well,Love it,Toys2016
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"This is great for the beginner, not a big investment.",great starter tablet,nickel
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,this was just what I needed for surfing the web and watching hbo to go as well as amazon prime and all the books you can get. good product!!!,good,bobby
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,This is my third Kindle. At the $49. price this is an incredible tablet. I highly recommend this product.,Least expensive Kindle yet.,Dave
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",4,"Does the job well, great for kids and adults. Was on sell for only $40 during Black Friday. Good buy.",Great starter tab,Vincejb15
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",5,"Can't beat this product for the price. Good screen quality and decent speed. Cameras aren't that great but it's not really for pictures. Overall, a great product!",Great for the price,Kviper
